SUPPCODE,DESC,PRICE1,LSTCST
"MIRSH","MIRROR SHAVING ROUND","9.99","3.95"
"           20792","TIN ROLLING KINGSIZE","25.00","9.99"
"MP925","RANDY'S BL LIQUID 177ML","24.99","8.00"
"","GRINDER 2PC WOODEN","15.00","2.50"
"GRINDMA","GRINDER 2PC COG ASST","17.50","5.50"
"SCIS2","SCIZZORS 5''","7.50","1.00"
"DA 004A","ASHTRAY GLASS BOB MARLEY","7.50","1.74"
"ASHSL","ASHTRAY SPIN - RASTA/LEAF","14.99","2.76"
"CRAFTY","CRAFTY E-LIQUID 30ML","20.00","8.50"
"           10609","MJ CS RED IPA","56.99","33.33"
"50239K","SS BOTANICAL BASKET & KIT","84.99","35.05"
"           30398","SS TS SELECT LIMONCELLO LIQU","14.99","8.66"
"           40180","MJ ENHANCER AUST. BITTER","9.90","4.38"
"           55536","BUNG DEMI SOLID 28MM-30MM WHT","5.99","1.96"
"          101519","CARDS AGAINST HUMANITY RED","64.99","34.77"
"","CARDS AGAINST HUMANITY BLUE","64.99","18.33"
"          101521","CARDS AGAINST HUMANITY GREEN","64.99","34.77"
"          650982","12OZ CAN/ BOTTLE COOLER","14.99","7.60"
"          650984","8-12OZ SS HIGHBALL/WINE CUP","14.99","7.19"
"MA100","RAW HYDROSTONE","5.99","2.50"
"SMTFV8XBK","SMOK X8 BABY KIT","119.99","36.02"
"           21662","GRINDER 4PC RAW","35.00","5.00"
"LS-LG-12","LIFESTYLES LRG CONDOMS 10PK","24.99","12.00"
"HP-2365","LIGHT UP WILLY BEER GLASS","14.99","4.50"
"BT-M22","S-WET INTENSITY PLUS COCKRING","25.99","9.00"
"          216860","DJ KINK HEMP BONDAGE ROPE 30FT","59.99","20.55"
"FPBI005A","OPTIMAL G 7.5'' RECHARGEABLE","126.99","44.00"
"BT-R4S17","WIRELESS 10 FUNCTION BULLET","80.99","28.00"
"99372C","DICKY FISHING LURE","12.99","4.00"
"BG028","CARDS SEX ON THE BEACH","14.99","6.00"
"PT06","DRESS IT UP GAME","9.99","3.50"
"SE-0542","CAL NEON MINI HARD VIBE","27.99","9.92"
"           80194","SMOK V8 X-BABY Q2 0.4OHM 3PK","25.00","10.38"
"","SMOK V8 X-BABY Q2 0.4OHM COIL","10.00","6.00"
"","80 x 80 Thermal Paper Rolls","0.00","1.99"
"P752","FOCUS COMPLETE MOUTHPIECE","30.00","13.00"
"BURN","MICRO BURNER","39.99","15.50"
"           51095","SS T500 SS SADDLES 500G","49.99","18.95"
"            3444","MCCOY ORANGE 500ML","5.00","2.70"
"PD8613-00","TRAVEL SIZE JUDY DOLL","54.99","22.00"
"           21636","GRINDER 4PC BOB MARLEY","30.00","6.19"
"           21658","GRINDER 4PC AMSTERDAM LEAF/XXX","35.00","6.52"
"           22533","AWT 18650 2600MAH BATTERY","14.99","0.00"
"          651247","HOOKAH 1H LEAF","50.00","5.98"
"HP248","HOOKAH 1H JUNIOR COOL","85.00","13.04"
"HA045","HOOKAH BOWL VORTEX","19.99","5.00"
"           55363","MJ FLIP TOP BTL LID & SEAL 6PK","12.99","5.54"
"PD6555-00","CONDOM HAT","39.99","13.50"
"HP-2296","TONGUE VIBE COCKRING","10.99","3.50"
"           10583","MJ CS IPA NO.1","56.99","33.33"
"PD6612","FLASHING TIARA BITCH","9.99","5.00"
"PD6561-02","FLASHING DICKY BOPPERS","7.99","2.00"
"BT-W26","S-WET WIRED RABBIT VIBRATOR","53.99","18.50"
"          241412","THE PETAL","40.99","14.00"
"PD1930-12","CLASSIX DUO-TONE BALLS","18.99","6.50"
"BT-M11","S-WET ILLUMINATOR COCKRING","37.99","13.00"
"P1081","SIGN COKE","24.99","16.95"
"MH042","WOODEN ROLL TRAY J2","39.99","20.00"
"ZIP29285","ZIPPO JACK DANIELS BOTTLE","89.99","32.11"
"ZIP28840","ZIPPO JIM BEAM POOL BALL","99.99","41.28"
"ZIP21032","ZIPPO U/STYLE SHAMROCK","89.99","34.40"
"ZIP28340","ZIPPO ICED MAP","99.99","38.07"
"ZIP29061","ZIPPO METAL SUNFLOWER ABSTRACT","84.99","32.11"
"ZIP230","ZIPPO VINTAGE CHROME","79.99","27.52"
"ZIP28855","ZIPPO DRAGON STAMP","94.99","36.69"
"TL112","CHARCOAL BADSHAH 33MM 10PK","4.50","1.00"
"","POUCH BLACK LEATHER","24.99","9.95"
"TP","POUCH ASST LINED W/ZIP","19.99","4.35"
"TP904","POUCH BR/BLK W/ZIP/PAPER","39.99","14.00"
"RAWFS","RAW FILTER SLIM COTTON 200 BAG","9.50","4.50"
"SP902","RAW FILTER GUMMED TIPS","3.50","1.00"
"          126064","CAL BASIC BEADED MASTURBATOR","27.99","9.00"
"E89-C41A","WHIP SEX & FUN 56CM","14.99","4.50"
"SE-2666-03","SUPER STRAP UNIVERSAL HARNESS","57.99","20.00"
"         1013004","ASYLUM MOUTH SPREADER","11.99","4.00"
"            2149","HUMM DINGER VIB RING","11.99","4.00"
"PD3607-26","FETISH NIPPLE CHAIN CLAMPS","19.99","6.96"
"BG-C72","CARDS NAKED! STRIP POKER","14.99","4.90"
"E428","BLUE LOTUS 10G","30.00","13.50"
"DE105","DETOX QCARBO16","64.99","20.44"
"SE-2200-25","CAL TUSH EZE GEL 44ML","32.99","11.46"
"FPBG044","FUKTON CUP 9'' SUCTION VIBE","74.99","26.00"
"ASBC06","ASPIRE BREEZE 0.6-1.2 COIL 5PK","30.00","13.00"
"","ASPIRE BREEZE 0.6-1.2 COIL","5.00","2.34"
"","APEX LARGE BUTT PLUG","74.99","20.00"
"FV1001A","UNDER CONTROL BULLETS","29.99","10.00"
"SE-1407","CAL RUBBER RING SET","15.99","5.52"
"        10024288","WINFIELD SELECT RED 20","42.50","33.82"
"VOPECLR","VAYPR OS CLEAROMISER 4PK","35.00","17.39"
"SMX8GLASS","GLASS TUBE SMOK X-BABY X8","9.50","2.74"
"H538","SU GINGER EXTRACT 50ML","5.50","2.65"
"","CIDER SWEETENER 5.5G","4.50","0.00"
"SC190","SCALES MATCHBOX MB-100","64.99","20.00"
"EC037","GLASS TUBE SMOK 2ML BABY","9.50","2.50"
"           20338","TRAVEL SIZE JOHN LOVE DOLL","39.99","14.20"
"","APEX LRG BUTT PLUG","59.99","20.00"
"SMV8BX4","SMOK V8 BABY X4 0.15OHM 5PK","35.00","18.38"
"","SMOK V8 BABY X4 0.15OHM COIL","7.50","2.93"
"           10500","MJ CS LONDON BITTER NO.8","39.99","19.71"
"           10596","MJ CS BERLINER SOUR ALE","40.99","18.61"
"ZC480","FUNNEL PIECES $7.50","7.50","0.87"
"P737","FOCUS VAPE CERAMIC FILTER 3PK","15.00","6.52"
"P738","FOCUS VAPE SCREEN 3PK","5.00","1.09"
"          650748","CHARGER DUAL USB CAR","7.50","3.00"
"ET058","KANGER K-PIN MINI 2ML TANK","24.99","5.00"
"MO312","CNC GRINDER 2 PART 63MM $20","20.00","4.35"
"MO215","GRINDER 3PC ZINC ASSORTED","15.00","4.50"
"          611612","BARREL OF MONKEYS","2.50","1.24"
"LIGR25","RAINBOW YFD LIGHTER NEON","4.99","0.80"
"","SMOKING ROLLING MACHINE KS","9.00","0.00"
"PRISM-S-COILS-5P","INNOKIN PRISM S 0.8-1.5OHM 5PK","25.00","11.38"
"","INNOKIN PRISM S 0.8-1.5 SNGL","7.50","2.50"
"           73353","MM VEGETARIAN RENNET 50ML","9.99","3.18"
"SMV12GLCB","GLASS TUBE SMOK V12 CLOUDBEAST","12.50","2.74"
"ASBDOCK","CHARGER ASPIRE BREEZE AIO DOCK","29.99","14.62"
"EC253","KANGER SSOCC COIL RANGE 5PK","30.00","9.50"
"          137425","WET STUFF CARAMEL TUBE 100G","19.99","6.16"
"MH433HQ","SMOKING ROLLING MACHINE 78MM","10.00","3.75"
"MO174","GRINDER SHARPSTONE 2PC BLACK","40.00","14.50"
"           22528","ELEAF PICO EC HEAD 5PK","25.00","5.00"
"           10569","MJ CS YEAST M42 NEW WLD STRONG","8.99","4.51"
"           71109","MJ STARTER BREWERY KIT W/BOTTL","149.99","100.78"
"","CARDS AGAINST HUMANITY TRUMP","74.99","23.99"
"","JOKING HAZARD CARD PACK","69.99","20.00"
"","NEVER HAVE I EVER CARD PACK","64.99","10.00"
"           45303","VH CHAMPAGNE WIRE CAGES 10PK","5.00","1.00"
"           45302","VH CHAMPAGNE WIRE CAGES 100PK","22.90","5.00"
"SC135","SCALES AWS MAX-700 700G X 0.1G","34.99","11.50"
"VAPK3","VAPORIZER - K3 DRY HERB","50.00","19.00"
"SCALE1","SCALES DIGITAL 100G X 0.01G","54.99","24.00"
"51200","SCALES POCKET 200G X 0.01G","59.99","7.50"
"           50236","SS GIN BOTANICAL KIT","9.50","5.19"
"CIG399","POUCH BLACK TOBACCO","29.99","10.50"
"GP64","HIP FLASK FIRST AID & SHOT","19.99","6.95"
"LC18","MALE & FEMALE LIGHTER CASE","4.99","1.90"
"MO22","GRINDER 4PC SA PRO","60.00","23.95"
"MO31","GRINDER 4PC LEAF LRG","55.00","15.95"
"MWP040","VASE/WATERPIPE $300","300.00","52.25"
"          652202","MAGNETIC MINI STORAGE BOX","14.99","6.52"
"P932","MAGNETIC HIDDEN STORAGE BOX LG","24.99","8.70"
"SA15","VASE/WATERPIPE $400","400.00","54.00"
"SA197","VASE/WATERPIPE $350","350.00","45.00"
"W153","VASE/WATERPIPE $325","325.00","62.78"
"SSC005","CRAZY SKULL STUBBY COOLER","9.99","3.50"
"T950","GRINDER 3PC CAN SODA/BEER SML","15.00","4.50"
"SW006","JJ HEMP ORIGINAL BLUNT 2PK","4.50","1.35"
"H120","50LT FERMENTER","94.99","54.50"
"           10341","MJ AUS SERIES CLASSIC BITTER","25.99","11.02"
"           10342","MJ AUS SERIES BLONDE DRY","25.99","11.02"
"           10340","MJ AUS SERIES GOLD LAGER","25.99","11.02"
"           25150","CHAI MAISON CAB SAV WINE KIT","99.99","47.30"
"           50222","SS GIN BOTANICALS 50G","12.99","7.80"
"MMC","MONTECRISTO MINI CIGARS 20PK","137.99","72.00"
"CCPLAS25","PLASTIC CIGARETTE CASE 25S","2.50","0.50"
"CCANGLE","PLASTIC CIGARETTE CASE 20S","5.00","2.17"
"TINR","TIN METAL ROUND ENGRAVED","25.00","9.50"
"ASHCAR","ASHTRAY CAR CUP HOLDER","12.50","3.50"
"ASHCARL","ASHTRAY LEDLIGHT CAR CUPHOLDER","15.00","3.75"
"           56963","GROW A BOY/GIRL FRIEND","9.99","2.75"
"BT-M29BK","COCKRING RING REMOTE","72.99","31.00"
"FPBG034","ELYSIUM RECHARGABLE 7' VIBE","114.99","40.00"
"EB351","CHARGER NITECORE UM20","39.99","19.50"
"95517","FIRST TIME POWER HARD VIBE","33.99","11.57"
"          170887","FIRST TIME MINI-G HARD VIBE","32.99","11.25"
"           95244","FIRST TIME MINI HARD VIBE","29.99","10.24"
"SE-0004-PG","FIRST TIME POWER G VIBE","38.99","12.90"
"           95442","FIRST TIME MINI P SWIRL VIBE","36.99","12.83"
"          196982","FIRST TIME FLEXI SLIDER VIBE","69.99","24.50"
"          221419","CAL PLAYFUL TASSELS NIP CLAMPS","38.99","13.50"
"SE-0004-PP","FIRST TIME POWER PLEASER VIBE","51.99","18.00"
"SE-0004-PSC","FIRST TIME POWER SCOOP VIBE","51.99","18.00"
"BT-W34","SENSUELLE RECHARGE VIBE","149.99","50.00"
"SE-4738-05","ENTICE EMILIA RECHARGE VIBE","174.99","76.00"
"SE-4738-30","ENTICE CHARLIZE RECHARGE VIBE","159.99","55.00"
"FPBH134","SPLASH SHOCK 7'' VIBE","114.99","40.00"
"FPBE027","CLIMAX G-GIRL STYLE VIBE","124.99","32.00"
"SE-0499-CCM","CLASSIC CHIC 4'' HARD VIBE","48.99","15.69"
"SE-1042","WT TURBO STROKER","199.99","99.00"
"PD3920-23","FETISH BEGINNER'S ENEMA","63.99","22.15"
"SE-1041-40","RS STAMINA RECHARGE PUMP","194.99","84.00"
"           95878","WET STUFF ALOE VERA TUBE 90G","19.99","7.00"
"SE-0004-66","FIRST TIME TEASER BULLET","30.99","10.00"
"           92769","NEON FINGER FUN VIBE","26.99","9.17"
"SE-0004-DB","FIRST TIME DUO LOVER BALLS","29.99","8.92"
"           95207","FIRST TIME ANAL LOVE BEADS","19.99","6.67"
"196976","FIRST TIME POWER SWIRL VIBE","41.99","14.33"
"PD8610-00","INFLATABLE FUCK A DUCK","59.99","22.00"
"PD2173","FETISH INFLAT POSITION MASTER","114.99","33.79"
"3410","FF HONEYMOON BONDAGE KIT","96.99","33.63"
"SE-1932","DOLL BIG BUST BABE","84.99","29.00"
"FPBF232","BENDY 6'' SILICONE VIBE","54.99","19.00"
"FPBG289","FLEXI G-SPOT SILICONE VIBE","60.99","21.00"
"FPBD107A00","TRIPLE DEVIL W MINI VIBE","71.99","25.00"
"FO-84","THROTTLE HOLLOW VIBE STRAP-ON","99.99","25.00"
"","OPHORIA G-SPOT DILDO NO.3","59.99","15.00"
"","OPHORIA K-BALLS NO.10","34.99","10.00"
"","OPHORIA PLEAUSURE DILDO NO.6","39.99","10.00"
"","OPHORIA GLO DILDO","49.99","10.00"
"F06E021A00","DELIGHT THROB 10'' ANAL BEADS","21.99","7.50"
"523-0","WILD HIDE PLEASURE WHIP","49.99","16.00"
"           26361","EZ TEST LSD","19.99","7.95"
"QD23012","BAGS ZIP LOCK CIGAR","1.00","0.25"
"SP474","RAW CLASSIC KS SUPREME PAPERS","6.00","2.32"
"MO331","GRINDER SHARPSTONE 2.5 BLU LRG","75.00","21.74"
"        10043398","WINFIELD SELECT BLUE 20","42.50","33.82"
"EC048","GLASS TUBE SMOK 5ML BIG BABY","9.50","2.50"
"           83506","GLASS TUBE KANGER VOLA","12.50","5.30"
"6972136450247","AIRISTECH HERBVA VIVA VAPE KIT","149.99","49.90"
"55464K","12L FERMENTER W/ TAP & LID","39.99","18.71"
"           30172","SS TS PINK GRAPEFRUIT GIN","11.99","6.74"
"           30173","SS TS PINK GIN","11.99","6.48"
"           30171","SS TS ELDERFLOWER GIN 50ML","11.99","4.96"
"           40390","MM CROWN SEALS X 55","9.99","3.66"
"   9310704911580","CRAFTSMAN ORIGINAL 30G","81.00","62.71"
"          651249","HOOKAH 1H PIPE ASST","35.00","7.48"
"          651492","CUP FLASHING SKULL","9.99","3.16"
"          617708","BEER BONG DOUBLE XTREME","29.99","12.76"
"          651472","WHEEL OF SHOTS","19.99","7.16"
"          651473","SPIN THE BOTTLE","19.99","6.80"
"          651476","SHOT SPINNER","9.99","0.00"
"          651097","SIGN METAL GARAGE RULES","6.99","2.39"
"          650763","INCENSE KEEP CALM 20PK","4.99","1.12"
"SC145","SCALES AWS-1KG 1000G X 0.1G","44.99","12.50"
"MO175","GRINDER SHARPSTONE 2PC SLV","40.00","14.50"
"P705","AIRISTECH VIVA MOUTHPIECE","19.99","8.65"
"          651260","ASHTRAY LED CAR BUCKET","9.99","5.56"
"TL113","CHARCOAL BADSHAH 40MM 10PK","5.00","1.35"
"SE-1825-10","WIRELESS ROCKIN RABBIT","71.99","25.10"
"","E-CIG HOLDER","2.50","1.30"
"EA001","SILICON TANK PROTECTOR","1.00","0.31"
"LBOOK","WILD STORIES LETTERBOOK","19.99","7.50"
"EA005","SILICONE TESIYI BATTERY CASE","5.00","2.51"
"WY","ALCOTEC SNGL WHISKEY YEAST","8.99","3.20"
"BM138","BM STRAWBERRY ENHANCER","6.00","2.80"
"SCISH","SCIZZORS HERB - 5 LAYER","7.99","2.50"
"EK126","INNOKIN SCION 0.15/.36OHM 3PK","25.00","12.15"
"","INNOKIN SCION 0.15/.36OHM COIL","10.00","3.40"
"SI020HQ","STASH SILICONE CONTAINER $10","10.00","1.29"
"EA122","GLASS TUBE INNOKIN SCION 3.5ML","12.50","2.50"
"          651426","GRINDER 3PC BATTERY","15.00","4.76"
"          651425","GRINDER 2PC MULTI POURER","20.00","8.76"
"FFB007A","NAUGHTY NIGHT NURDE","57.99","20.00"
"        10043549","WINFIELD SELECT GREEN 20","42.50","24.98"
"PD8200","BACH INFLAT MM RING TOSS","57.99","20.00"
"","BODYWAND MASSAGER","109.99","38.38"
"ASPIRE-POCKEX-CO","ASPIRE POCKEX 0.6/1.2COIL 5PK","30.00","16.00"
"","ASPIRE POCKEX 0.6/1.2COIL","7.50","2.34"
"           72766","BACH PENIS HEADBAND & WAND","24.99","9.50"
"F06H028","QUARTZ 6' DONG","35.99","12.50"
"         1600292","DOKI DOKI MASTURBATOR","28.99","10.00"
"SE-2250-20","UP - BACK IT UP ANAL GEL 74ML","35.99","13.50"
"            7224","ORIENTAL DUO BALLS","11.99","2.50"
"PD2705-01","GOLD DUO BALLS","28.99","10.00"
"PD6069-11","BACH SASH","24.99","8.75"
"            1524","V CAN TORTURED ORCHARD 250ML","3.50","1.93"
"            2920","H2GO 825ML","3.50","1.90"
"           21626","GRINDER 4PC CONCAVE 40MM","25.00","7.60"
"           80166","SMOK V12 PRINCE Q4 0.4OMH 3PK","35.00","11.46"
"","SMOK V12 PRINCE Q4 0.4OHM COIL","12.50","4.02"
"            2652","WOODEN CIG BOX","25.00","10.00"
"","750ML AMBER BEER BTL SNGL","2.50","0.68"
"           55554","750ML AMBER BEER BTL 12PK","24.99","9.12"
"           10595","MJ CS AMERICAN HOPPY PORTER","50.99","21.89"
"          980537","LOLLIES NZ ASSORTED","4.50","2.80"
"   4012922851949","HARVEST CHERISE MINI CIGAR 20S","60.50","44.41"
"   4012922851918","HARVEST FRENCH MINI CIGAR 20S","60.50","44.41"
"","CLOUTANK M3 COIL","7.50","2.50"
"","GRINDER 3PC DARTH VADER","50.00","18.35"
"           26359","EZ TEST ECSTASY","19.99","4.95"
"23010","ASHTRAY POLY/RASTA RESIN ASST","14.99","6.50"
"LGP616","ARC PREMIUM LIQUOR LIGHTER","74.99","33.95"
"SA280","VASE/WATERPIPE $450","450.00","119.00"
"SP595","JJ JONES WATERMELON 2PK","4.50","1.05"
"           80213","DRIP TIP SMOK COBRA","12.50","1.21"
"210215","CAL RECHARABLE MINI BULLET","56.99","19.75"
"TBD8105","DICE FRISKY 5PK","4.99","0.20"
"PD8223-00","BACH INFLAT PECKER RING TOSS","59.99","21.50"
"PD6606-02","PECKER PARTY MASK","2.50","0.20"
"           23394","FETISH CLASSIC STRAP-ON","66.99","23.00"
"           40400","WET STUFF IGNIGHT ENHANCE 50G","26.99","7.99"
"F06E136","HOODLUM DONG 13'","99.99","35.00"
"","O-RING GAG","37.99","7.50"
"            1238","V ICED CHOCOLATE 500ML","5.50","2.96"
"            1239","V ICED MOCHA 500ML","5.50","2.96"
"            1237","V ICED COFFEE 500ML","5.50","2.96"
"           55450","SS EZ INLINE FILTER","74.99","33.08"
"","FILTER/HOP BAG LARGE/SMALL","26.99","11.71"
"MO173","GRINDER SHARPSTONE 2PC BLUE","40.00","14.50"
"           21627","GRINDER 4PC CONCAVE 63MM","35.00","8.00"
"BM147","BM LIQUID MALTOSE BREW SUGAR","14.90","8.20"
"BM202","500ML BM GLASS BEER BTL 20PK","44.99","21.40"
"","500ML BM GLASS BEER BTL SNGL","2.50","1.07"
"ET121","INNOKIN SCION II TANK","49.99","32.00"
"EA121","GLASS TUBE INNOKIN SCION II 5M","12.50","2.50"
"","EMPTY CAPSULES 10PK","5.00","0.65"
"           80209","GLASS TUBE SMOK X-BABY X8 BULB","12.50","2.55"
"","CBDph HEMP VAPE 30ML","94.20","23.65"
"ZIP233","ZIPPO MATTE RED #233","79.99","27.52"
"ZIP218","ZIPPO MATTE BLACK #218","94.99","28.89"
"","GRINDER 2PC BALL ASST","7.50","3.26"
"MP209","BRUSH 100MM SMALL 5PCE SET","10.00","2.25"
"2N1182","ALABAMA NIPPLE CLAMPS","34.99","12.00"
"PD3804","FETISH FURRY CUFFS","49.99","17.62"
"PD6609-00","BEER GOGGLES","7.99","2.50"
"          953092","KIWIANA WINE COOLER","9.99","5.56"
"           21666","GRINDER ELECTRIC RECHARGABLE","75.00","19.00"
"H3012","FRUIT VODKA HONEY 50ML","8.70","2.75"
"H050","ROTOKEG","169.99","98.00"
"H551","ROTOKEG SOBA BOMB CARBONATOR","34.90","17.50"
"","CO2 CYLINDER 10 PACK","39.99","22.00"
"           10968","TOP VAPORIZER SKULL/DRAGON","74.99","45.50"
"MH475","LEATHER CIG CASE","14.99","6.00"
"ZIP28860","ZIPPO WHITE PANDA","99.99","34.40"
"ZIP29344","ZIPPO HOWLING WOLF","89.99","29.81"
"ZIP29400","ZIPPO WHITE GOTHIC GIRL","99.99","38.07"
"ZIP28436","ZIPPO HOODED REAPER","94.99","34.86"
"ZIP29618","ZIPPO DRINK DRANK DRUNK","99.99","38.08"
"ZIP29091","ZIPPO LIVE FOR SOMETHING","94.99","36.69"
"ZIP1941","ZIPPO REPLICA 1941 BRUSHED CHR","99.99","42.70"
"TP1010","POUCH DOME ASST","39.99","14.50"
"PETER","PETERSON PIPE","199.99","99.00"
"           80169","SMOK V12 PRINCE M4 0.17OMH 3PK","30.00","11.29"
"","SMOK V12 PRINCE M4 0.17OM COIL","12.50","3.96"
"           60636","HORNET CONES 1 1/4 6PK","4.50","1.04"
"           21691","GRINDER 3PC AMSTERDAM WOODEN","35.00","8.17"
"JC 9904","FLUID ZIPPO LIGHTER W FLUID PK","34.99","2.61"
"           20752","LIGHTER JET FLAME $59.99","59.99","21.74"
"           21689","GRINDER 4PC SWEET AS BRO","50.00","12.35"
"           51227","SCALES TABLE TOP 500G X 0.01G","74.99","20.00"
"           51228","SCALES GS SERIES 200G X 0.01G","64.99","13.00"
"           80207","GLASS TUBE SMOK TFV12 BIG BABY","12.50","2.85"
"","FRIDGE MAGNETS ASST $1.50","1.50","1.00"
"          613602","INCENSE MYSTIC LOVE 16PC","1.99","0.68"
"          617451","INCENSE KC LAVENDER 16PK","1.99","0.68"
"","INCENSE HOLDER WOODEN","7.99","3.33"
"GF00","BEER MAKER GLUTEN FREE KIT","56.99","30.00"
"H061","SU TURBO ULTRA 100G","10.50","5.00"
"","VH WINE FILTER PADS 10PK","19.99","0.00"
"H201","SU LIQUEUR MATE 100G","5.90","2.65"
"H380","VERTAFLOW FILTER STANDARD","74.99","52.00"
"H231","VERTAFLOW CARBON TWIN PK","7.50","3.75"
"           80223","SMOK BABY V2 A1/A2 3PK","25.00","11.54"
"","SMOK BABY V2 A1/A2 COIL","10.00","4.05"
"","KIWIS AGAINST HUMANITY","74.99","43.47"
"","DART & DRINK GAME","29.99","15.00"
"   9414291000662","BOOMERANG SUPA SLIM KS FLITERS","1.50","0.73"
"ROMMINI","ROM Y JUL MINI CIGARILLOS 20PK","132.99","69.75"
"SP486","RAW ORGANIC SINGLE WIDE DBL","4.00","0.90"
"EA100","DRIP TIP COVER MAGNETIC T18II","2.50","1.50"
"B028834","NOVELTY SOCKS","9.99","4.75"
"FTPL0300","GIANT NOUGHTS & CROSSES","29.99","19.55"
"T27560","DICE LIGHT","34.99","21.50"
"FTPL7410","INSTANT BOWLING","34.99","14.50"
"          101186","FETISH REMOTE VIBE PANTIES","99.99","35.00"
"           10211","KAMA SUTRA SILICONE LUBE 100ML","28.99","10.00"
"SE-6789","COLT BIG MAN PUMP","119.99","42.00"
"DX-RF-6","DUREX REAL FEEL REGULAR 6PK","19.99","12.00"
"GLUES","SUPER GLUE 6PK","2.50","1.00"
"1155","GRINDER 4PC LIGHTNING 63MM","45.00","10.87"
"","CBDph PET REPAIR 150MG 30ML","94.20","49.10"
"","CBDph MOISTURISER 100MG 100ML","94.20","39.13"
"1500MG","CBDph 1500MG 30ML","75.00","32.61"
"SP302","SMOKING KS THINNEST PAPERS","3.00","0.75"
"","CBDph 1000MG 30ML","274.20","130.43"
"","CBDph HEMP TINCTURE 30ML","94.20","39.13"
"","LEGAL PIPE MIX 25G","25.00","7.78"
"CB102","BAGS SMELL PROOF SML","2.50","0.25"
"","MINIVAC CONTAINER","24.99","13.00"
"","PAX OVEN LID REPLACEMENT","34.99","20.83"
"","PAX CHARGING DOCK","69.99","47.78"
"","DAVINCI IQ GLOVE","29.99","17.38"
"","DAVINCI IQ VAPORIZER","599.99","304.30"
"","DAVINCI MIQRO KIT","399.99","273.87"
"           35110","SS TS HAZELNUT LIQUEUR 50ML","12.99","6.80"
"           51256","SCALES CARDS 200G X 0.01G","59.99","17.10"
"PD4425","FETISH BEN-WA-BALLS","36.99","12.60"
"SE-2205","CAL TIGHTEN UP STRINK CREME","19.99","10.50"
"","FLESHLIGHT - PINK BUTT","137.99","47.98"
"BYS0018","ZIG ZAG ROLLING MACHINE 1 1/4","6.50","1.74"
"","FUKUOKU MASSAGE GLOVE","49.99","5.00"
"","FETISH SHOCK THERAPY LUV GLOVE","74.99","5.00"
"","LEATHER STRING SLING","19.99","5.00"
"","BACI-LINGERIE","5.00","1.00"
"","PERFECT FIT DILDO","69.99","5.00"
"            4433","SPARKLING OH! LEMONADE 500ML","4.00","2.26"
"            1317","V CAN TWISTED TROPICS 250ML","3.50","1.96"
"SE-1155-30","CAL PASSION BULLETS","57.99","15.00"
"D192-EVE","EVE PANTIES","9.99","2.85"
"BM201","330ML BM GLASS BEER BTL 28PK","35.00","15.80"
"            4216","RIBENA 500ML","4.00","2.33"
"A480","ALCOTEC TURBO YEAST PURE 48","10.90","5.30"
"CIGROLLK","KINGPIN ROLLING MACHINE KS","12.50","5.00"
"ZIP29587","ZIPPO BRUSHED CHROME LEAF","99.99","40.08"
"ZIP29590","ZIPPO DANK SIDE","89.99","34.40"
"ZIP29589","ZIPPO GREEN MATTE LEAF","139.99","45.44"
"ZIP29588","ZIPPO MOSS GREEN LEAF","84.99","34.40"
"ZIP29428","ZIPPO BRUSHED CHROME FIST","99.99","38.07"
"ZIP29568","ZIPPO GREAT WHITE SHARK","99.99","33.48"
"ZIP24793","ZIPPO I WANT YOU","99.99","39.11"
"ZIP29604","ZIPPO LUCKY 8 BALL","84.99","31.19"
"ZIP29149","ZIPPO ANTIQUE TREE OF LIFE","119.99","51.73"
"1001800030","AIRISTECH HERBVA 5G VAPE KIT","99.99","41.18"
"           10635","MJ CS GF PALE ALE NO.15","60.99","38.89"
"           50331","SS AMERICAN OAK INFUS SPIRAL","12.99","4.84"
"           51090","SS T500 TEMP SENSOR","39.99","16.51"
"           23592","ICE TRAY B/S SILICONE PENIS","14.99","6.50"
"           99755","SEX ICE MAKER 3 SHAPE TRAY","9.99","3.50"
